filename,cancer,original_firstorder_10Percentile,original_firstorder_90Percentile,original_firstorder_Energy,original_firstorder_Entropy,original_firstorder_InterquartileRange,original_firstorder_Kurtosis,original_firstorder_Maximum,original_firstorder_Mean,original_firstorder_MeanAbsoluteDeviation,original_firstorder_Median,original_firstorder_Minimum,original_firstorder_Range,original_firstorder_RobustMeanAbsoluteDeviation,original_firstorder_RootMeanSquared,original_firstorder_Skewness,original_firstorder_TotalEnergy,original_firstorder_Uniformity,original_firstorder_Variance,original_glcm_Autocorrelation,original_glcm_ClusterProminence,original_glcm_ClusterShade,original_glcm_ClusterTendency,original_glcm_Contrast,original_glcm_Correlation,original_glcm_DifferenceAverage,original_glcm_DifferenceEntropy,original_glcm_DifferenceVariance,original_glcm_Id,original_glcm_Idm,original_glcm_Idmn,original_glcm_Idn,original_glcm_Imc1,original_glcm_Imc2,original_glcm_InverseVariance,original_glcm_JointAverage,original_glcm_JointEnergy,original_glcm_JointEntropy,original_glcm_MCC,original_glcm_MaximumProbability,original_glcm_SumAverage,original_glcm_SumEntropy,original_glcm_SumSquares,original_gldm_DependenceEntropy,original_gldm_DependenceNonUniformity,original_gldm_DependenceNonUniformityNormalized,original_gldm_DependenceVariance,original_gldm_GrayLevelNonUniformity,original_gldm_GrayLevelVariance,original_gldm_HighGrayLevelEmphasis,original_gldm_LargeDependenceEmphasis,original_gldm_LargeDependenceHighGrayLevelEmphasis,original_gldm_LargeDependenceLowGrayLevelEmphasis,original_gldm_LowGrayLevelEmphasis,original_gldm_SmallDependenceEmphasis,original_gldm_SmallDependenceHighGrayLevelEmphasis,original_gldm_SmallDependenceLowGrayLevelEmphasis,original_glrlm_GrayLevelNonUniformity,original_glrlm_GrayLevelNonUniformityNormalized,original_glrlm_GrayLevelVariance,original_glrlm_HighGrayLevelRunEmphasis,original_glrlm_LongRunEmphasis,original_glrlm_LongRunHighGrayLevelEmphasis,original_glrlm_LongRunLowGrayLevelEmphasis,original_glrlm_LowGrayLevelRunEmphasis,original_glrlm_RunEntropy,original_glrlm_RunLengthNonUniformity,original_glrlm_RunLengthNonUniformityNormalized,original_glrlm_RunPercentage,original_glrlm_RunVariance,original_glrlm_ShortRunEmphasis,original_glrlm_ShortRunHighGrayLevelEmphasis,original_glrlm_ShortRunLowGrayLevelEmphasis,original_glszm_GrayLevelNonUniformity,original_glszm_GrayLevelNonUniformityNormalized,original_glszm_GrayLevelVariance,original_glszm_HighGrayLevelZoneEmphasis,original_glszm_LargeAreaEmphasis,original_glszm_LargeAreaHighGrayLevelEmphasis,original_glszm_LargeAreaLowGrayLevelEmphasis,original_glszm_LowGrayLevelZoneEmphasis,original_glszm_SizeZoneNonUniformity,original_glszm_SizeZoneNonUniformityNormalized,original_glszm_SmallAreaEmphasis,original_glszm_SmallAreaHighGrayLevelEmphasis,original_glszm_SmallAreaLowGrayLevelEmphasis,original_glszm_ZoneEntropy,original_glszm_ZonePercentage,original_glszm_ZoneVariance,original_ngtdm_Busyness,original_ngtdm_Coarseness,original_ngtdm_Complexity,original_ngtdm_Contrast,original_ngtdm_Strength
image-no531-normal-_png.rf.08eeb57b24a9062d798b382555c3f3c1.jpg,0,46.0,76.0,201250811.0,1.2538039809226276,14.0,5.2838149833786545,87.0,63.13997933884298,9.690045228297247,66.0,18.0,69.0,6.363757889341845,64.4831342867111,-1.506865802127129,201250811.0,0.5495725146847892,171.41761652849877,9.308504708371006,14.288300956848548,-2.0478671531761874,1.6094241386677064,0.025126523254689892,0.9692361940742031,0.025126523254689892,0.16837713828238843,0.02446285661748948,0.987436738372655,0.987436738372655,0.9985219692203123,0.994974695349062,-0.8588483028443892,0.9394966551318026,0.025126523254689892,2.985369267833145,0.5320762132067018,1.424930148185464,0.9814016379239623,0.7090267708043089,5.970738535666289,1.399803624930775,0.4086376654805991,1.8578791457480883,40257.56099173554,0.831767789085445,0.8159756693531862,26599.3097107438,0.4123514441465747,9.313574380165289,77.30834710743801,719.5657231404958,11.796549873737373,0.15414055325987144,0.014416641295713266,0.1349446714132929,0.002248471100055865,514.9143034419167,0.33442997042020994,0.7358114751480156,9.444078079043123,3195.5634301789128,29832.012031112303,399.8408458380794,0.18490315369541482,6.947495551400026,72.80229588179603,0.04535909620915321,0.031751033057851236,2007.4719262589942,0.18916529013295,1.8705368677319807,0.027243834605022332,18.0,0.3333333333333333,0.691358024691358,10.37037037037037,23587051.703703705,217356935.6111111,2678503.4686213993,0.14210390946502058,8.962962962962964,0.16598079561042525,0.18874927543327033,1.946426024537348,0.026020720663030055,4.386069965850615,0.001115702479338843,22783704.65294924,35.513180492546994,0.002073386506551193,0.15853840960573667,0.0017366967718649166,0.012402285730502798
IMG0000240_jpg.rf.094924a72ca1ab5e26477e50abac01a6.jpg,0,36.0,103.0,217295809.0,1.7410235314938773,13.0,9.842356234207701,247.0,56.43646694214876,22.676383337032988,45.0,0.0,247.0,8.0881508514486,67.0043493407593,2.56921106487275,217295809.0,0.4620770123283928,1304.5080296662622,9.519696614294565,648.9113666041242,60.88008814345201,8.58593756150452,0.27263979634968566,0.9384478727215225,0.15676600874574226,0.6464488552271914,0.24769071029917986,0.9361036451785185,0.9323780499094265,0.9974539745887259,0.986546516808842,-0.673444172676257,0.9500090325549821,0.09520187856489562,2.7278873127977086,0.43360783625834276,2.2979897083987657,0.963183236661777,0.6370019390754988,5.455774625595419,2.0599322114280088,2.2146443394635513,2.88737582339375,27822.73611570248,0.574849919745919,3.8986937367666146,22364.527396694215,2.2164194552113927,9.634276859504132,68.16342975206612,439.16386363636366,15.119047848046666,0.20781584552687768,0.03412153506891737,0.8559835933807254,0.004535530731751864,732.6305538589479,0.1229335122848371,5.397158217717237,27.96177391555402,594.6258686505515,2735.985421869902,142.83790477424108,0.12622790092401173,5.798667850711227,1749.5711675066711,0.29347971278358426,0.12293388429752067,526.9233972013797,0.5603594509434578,19.311968626854913,0.05249515675280006,143.6189213085765,0.12698401530378114,4.705257586808854,36.61626878868258,886458.5464190982,3687344.9328028294,218145.6604165719,0.0782615304529645,247.14323607427056,0.21851745010987672,0.47544647106322735,16.902855730441726,0.03434062520168264,6.05145327054504,0.023367768595041322,884627.2210425426,24.262613183670645,0.0013066155532160337,4.371310281618226,0.005704837761681499,0.06484167242906537
image-no52-normal-_png.rf.08f33a992911794d2381b5446e705057.jpg,0,8.0,118.0,212828025.0,2.433442755956036,66.0,2.819632226591526,198.0,51.531921487603306,34.73190667048016,41.0,3.0,195.0,26.83134244881183,66.31193892355775,0.8467589229480166,212828025.0,0.22117143125469574,1741.7343115971419,9.47747746274909,336.42468754526135,30.93055395773354,10.87298627849324,0.10678496354045237,0.9805458423759565,0.10043344876803312,0.4780797629093055,0.0963967288984154,0.9508301390555329,0.9504184270932252,0.9983661059619034,0.9889110161226994,-0.7879018126130537,0.989074944965274,0.09498658448078288,2.6049787611525272,0.19520506408269767,2.951601761477594,0.9832789404244353,0.34948784144693323,5.209957522305055,2.828980791026818,2.7449428105084226,3.8631383968241035,25961.35070247934,0.5363915434396558,2.4527828683150057,10704.697272727273,2.75179152892562,9.51888429752066,69.24557851239669,584.5235950413223,33.297133263935734,0.4401691795623208,0.020963775829049097,0.26871293382443273,0.006872244449209032,821.3974811975229,0.16449421235717102,2.7540848193162266,16.020352574215384,394.0303830186162,1765.0554168322888,282.49884078600934,0.19505010672646456,6.694948729310161,533.1011651148008,0.10429294034716036,0.1034142561983471,291.7182279564962,0.30334714853932504,5.6313023181986885,0.03569080900789255,43.781893004115226,0.18017239919388983,2.8598621483852393,19.390946502057613,923865.7860082304,3989305.061728395,634919.2244548141,0.15224670595261425,33.806584362139915,0.1391217463462548,0.3722736911129613,7.588408276563493,0.06273937034803675,5.944078602830871,0.005020661157024793,884194.326711714,56.81624914412872,0.0016202004191433377,2.1793803559281786,0.008668843853362957,0.04349871115342174
bone-cancer_train_2_2322_png.rf.088e4d5a855c0761499943891ecfc377.jpg,1,0.0,129.0,262638778.0,2.301401768703556,98.0,2.019611234294278,242.0,51.92673553719008,46.93220045761902,28.0,0.0,242.0,38.58277941646827,73.66424528261898,0.6626739569512099,262638778.0,0.27647823150741074,2730.035169508572,11.083126939312432,470.20952730240185,41.61256770914551,15.424318593666046,0.5112471828436362,0.9358499948145116,0.27338900830409557,0.9305012581748565,0.42988713340763396,0.8896112543382786,0.8838849501994364,0.9953630014902612,0.9767081959420187,-0.6027245653938809,0.9664613745051758,0.16903513134414586,2.711982285322733,0.23008743432640347,3.2217712575914135,0.9628504183810195,0.44376420424928587,5.423964570645467,2.803616461435432,3.983891444127419,4.165558802961693,16578.36314049587,0.342528164059832,5.056495382829042,13381.546404958677,3.9813362470971927,11.30361570247934,58.81690082644628,456.26911157024796,37.67696895606824,0.52021856864551,0.04307113842897122,0.91558688949964,0.010075012652682486,1527.1065202195202,0.15292477906900315,3.678475218151937,21.500058794950363,212.74869190668485,708.6549051580532,182.07097319780144,0.18526223229611224,5.504757933886365,2703.2405156738428,0.2584065997300944,0.20848140495867767,183.4358832174209,0.5158344311942017,12.931705573246594,0.05437401881311486,221.16468946266573,0.1543368384247493,3.182195765353503,26.806001395673412,126830.33496161898,335283.2205163992,110438.94616650828,0.09383194856087224,290.40544312630846,0.20265557789693542,0.44749391616851014,12.25567928778416,0.038856923257452866,5.9364630063854475,0.029607438016528927,125689.56430251148,54.66021386338834,0.0006892311128560763,9.280848302069094,0.019160134989703367,0.038234494512855904
fibula_osteosarcoma_18_PNG.rf.08cfa297f7fbcdf931fc1d9ac5ee524d.jpg,1,0.0,109.0,218551473.0,2.241805481354308,95.0,1.537423820759537,155.0,49.64386363636363,41.19428230653644,43.0,0.0,155.0,36.90606490046275,67.19766589438127,0.24317844620949425,218551473.0,0.2508023256608155,2051.0131049070246,9.795285587153199,192.88584089719345,13.867101147248746,10.928536264806066,0.10190839242490582,0.9815225214262832,0.09880544514387637,0.46876170996565736,0.09179231927804414,0.951113132166097,0.9509075721561647,0.9979689162957586,0.9876923724089586,-0.7845114404047954,0.9849856350229538,0.09610267372648525,2.6624459906818227,0.2230740699381636,2.7290238427498834,0.9895456144735486,0.39606548218154525,5.324891981363646,2.6179749167382695,2.757611164307743,3.638900852317684,25634.804710743803,0.529644725428591,2.4281088313639776,12138.83256198347,2.75640393373062,9.810805785123966,69.22698347107438,608.0503512396695,35.69964971538202,0.46593096198534517,0.020987304834315115,0.2660151861911737,0.006899929136614175,1063.1887764028247,0.21478488889944147,1.903367879938715,16.028571079383706,485.26266677495283,2009.6457544892523,381.81346833241435,0.165687935468598,6.268385364323953,536.6667831932504,0.10532321729257407,0.10336776859504132,379.11544259008474,0.30379365788064877,5.3520114056392,0.028252973774216015,61.2007722007722,0.23629641776359922,1.5129768488841848,18.868725868725868,1070246.2393822393,5823995.254826255,784963.4239428642,0.08982706467400345,35.58687258687259,0.13740105245896753,0.36575068450114934,6.649997298239139,0.03608779001589871,5.709657718132957,0.005351239669421488,1035324.8756577868,43.93256870322578,0.0014839632351143876,1.5020243342904152,0.011758988948006997,0.02764695603968691
IMG0000679_jpg.rf.0960227f4630be0d5e5f8087859ea28b.jpg,0,0.0,169.0,569683985.0,2.9194756059144464,113.0,1.6486113756166363,203.0,89.96853305785125,53.55530808346425,97.0,0.0,203.0,49.98096620164883,108.49115295080536,-0.10497101091742501,569683985.0,0.1394328068437948,3675.99332801337,23.044944803637808,765.9332741118385,-3.4075871474114114,21.73688135250152,0.10430811682219074,0.9904437169454986,0.10367270471652155,0.4742031350692356,0.0926046907429358,0.9482695496593507,0.9482271888523061,0.9987284967780125,0.9896385060020357,-0.8139854298080936,0.9955592702619104,0.10311671912406101,4.199614850418238,0.11553716968630948,3.4653332587742374,0.9929340342516036,0.20089284191132567,8.399229700836475,3.3583890858088914,5.460297367330927,4.458263890685788,24075.300454545453,0.4974235631104433,2.2288273956696947,6748.547851239669,5.478066644611025,23.009070247933884,68.2397520661157,1506.589111570248,19.76785915151567,0.2663318889654117,0.01911133063915802,0.49624633937941565,0.004033877072384014,740.6977968197489,0.14140923834540509,4.164373252851443,28.566985236195947,380.4850044170858,4980.3387276374515,209.41105167785622,0.13309488582058865,7.046444916113537,348.34583313333343,0.061765694249280835,0.10941115702479338,251.85579057224876,0.1837783659179424,6.57591593585088,0.009445292167241312,18.743119266055047,0.17195522262435822,3.7481693460146452,38.981651376146786,1516209.394495413,37909456.33944954,506857.2944034096,0.07795831541927,13.311926605504587,0.12212776702297787,0.3497175139213794,14.210462984156214,0.022138077838081617,5.644472655133031,0.0022520661157024793,1319040.8059927616,19.485600352823145,0.0017402150364664488,2.652945044531504,0.01450670584054513,0.04995584659305005
IMG0000679_jpg.rf.091c2410ad59d5344b9278f6e04880b4.jpg,0,0.0,168.0,575724737.0,2.914598938524202,112.0,1.671850217165534,203.0,90.30154958677686,53.77721467539784,99.0,0.0,203.0,50.196251745842645,109.06483940397509,-0.15117574101044134,575724737.0,0.14054413376818523,3740.7693364417555,23.28038287737575,762.3253364053933,-6.491256971217726,21.538596805709226,0.18297357132973574,0.9831438538694202,0.11963190736412728,0.5230947924747937,0.16801434859768813,0.946023439600682,0.945264266809033,0.9979704952614022,0.9885024093624655,-0.8009562381796729,0.995242764043178,0.10007530204860263,4.235732252151843,0.11550735609128845,3.4987596270696377,0.9853061682378881,0.20117676104258952,8.471464504303686,3.3574652715049136,5.4303925942597395,4.489834862208674,23647.804917355374,0.48859101068916055,2.2803712161054572,6802.336074380165,5.458397469008265,23.22270661157025,68.07727272727273,1524.4061776859505,19.48601932058617,0.26634945735506477,0.019201908635546352,0.49634673496196763,0.004154372835662117,746.3106624035578,0.139259548485824,4.4784207930362765,27.912510715946603,272.69527907495205,3932.294818042242,144.56411460909052,0.15757204067435043,6.9095275470762925,380.90713514726,0.06935369625013837,0.11105888429752067,179.0371261754138,0.2041070125663792,6.946450138491913,0.014086960411434347,17.03846153846154,0.16383136094674555,3.94739275147929,40.75961538461539,2242876.769230769,45359097.27884615,1049342.6984718936,0.07531562820997345,9.711538461538462,0.0933801775147929,0.2704266124816849,11.77177169400888,0.009284294630102838,5.778169074286324,0.0021487603305785125,2026293.9289940833,23.14387446374844,0.0014313270129574832,3.2163229534640263,0.016535586088391428,0.04345059641163488
image-no607-normal-_png.rf.08ad77c36a759e5162b87cb5306f9e39.jpg,0,40.0,255.0,1442240228.0,2.91661304628188,204.0,1.311309354902938,255.0,148.3585950413223,81.93040261252646,160.0,38.0,217.0,81.81998537303953,172.62199111985072,-0.012294323887627254,1442240228.0,0.16840221808619632,7788.079095546751,43.707362137039375,3846.6218234572198,-0.33177977261459546,53.49764840733991,0.17801558937090933,0.9933660952696208,0.12197246910842331,0.5402102616338329,0.1608549762805818,0.9461884782648528,0.9443054682219821,0.9983055350669872,0.9893015705624459,-0.8136880964103489,0.99549550677266,0.09120377330334052,5.511571108438485,0.15307936376629439,3.463960222436016,0.9937899271350024,0.2672834793800266,11.02314221687697,3.284814797479501,13.418915999177703,4.3144444673802695,25240.127933884298,0.5214902465678574,2.6798546530291643,8150.667355371901,13.442766382077727,43.676404958677686,68.8392561983471,3106.8479752066114,21.956765770734943,0.29295730721524144,0.022133025088287534,0.8630833239989827,0.004591425961446742,548.8425407292946,0.10475127775219716,7.363435828073756,34.84300785436695,397.32513298240644,20115.916874233557,153.24884221200196,0.14302420997284254,6.8893439370833685,678.8332247516229,0.12485371513249433,0.10826962809917356,292.67363216515423,0.3423469163465769,10.15565413532397,0.027623213249866246,53.98575498575499,0.15380556975998572,3.3268723468153665,33.655270655270655,577762.6324786325,31106356.37037037,221390.64160275031,0.05719727370741479,54.054131054131055,0.15400037337359274,0.26059257285764964,7.805022887569117,0.01632962130282106,5.63807510810431,0.0072520661157024794,558748.5010998289,6.575058546819722,0.0027194951333700465,2.6719764461698867,0.025648650127347194,0.10440258251535917
IMG0000707_jpg.rf.09416febc94c2f1a147027b1ebc88ccd.jpg,0,38.0,118.0,348872125.0,2.1996826666586586,61.0,2.5047585490562967,208.0,78.78229338842975,26.280375688136054,83.0,32.0,176.0,23.32428472306814,84.90054037636243,0.24898624696389288,348872125.0,0.2473790844204631,1001.4520046577248,8.70229511762398,103.92432903183213,3.434200221410341,6.610789564310521,0.15911140396268936,0.9529821689094102,0.13514723610660936,0.5877018441878227,0.1397556765568824,0.9358383474970781,0.9347493853102868,0.9976055549555322,0.9852341245031614,-0.7144754803366903,0.9776234828155211,0.11916445437886296,2.6625867537260386,0.2037758707445146,2.8277948199607796,0.9764156744041625,0.30259467446087823,5.325173507452078,2.6458313997379577,1.692475242068303,3.8367838767382487,21613.188181818183,0.44655347483095414,2.884408981626938,11973.147685950413,1.6993931015641008,8.752148760330579,66.08165289256198,507.21326446280995,26.87925735418306,0.365314476425901,0.023216638797009467,0.28512567479968726,0.006020450650362869,1339.365070765455,0.21336787115373562,1.7801319314145225,13.85090384818782,293.039545351705,1279.518535139207,196.48888312932374,0.17434613709136038,6.183844504217744,744.319176786898,0.11290010556453603,0.13129132231404958,221.22931556900127,0.306676879936915,5.4746269225458235,0.032952552268121396,76.75129533678756,0.19883755268597814,2.01842331337754,18.582901554404145,531545.6528497409,3592574.647668394,259738.32968277097,0.100862529813307,39.58031088082902,0.10253966549437568,0.2939285792280224,5.427644437526765,0.029494332613213933,6.335686480533962,0.007975206611570248,515823.3515799083,50.477134926598715,0.0008701882438763861,3.290407779543284,0.0072064010927509695,0.028818212341683604
IMG0000382_jpg.rf.08e49ad8cd4d3f685a3bdb8eba7a062c.jpg,0,15.0,57.0,74450617.0,1.4001417031703,10.0,18.1466287977207,229.0,28.93150826446281,16.08736040912506,19.0,3.0,226.0,5.983336375880308,39.22035043736545,3.4779184161637717,74450617.0,0.5429644098763746,701.2037179730723,3.527563801838994,310.3092197758265,30.318759029598862,4.801029923159421,0.1051453501045357,0.9566113770813445,0.08019330573515224,0.4036470201402911,0.09820630312895227,0.9636026932078019,0.9623985515693622,0.9989789290650338,0.9928923059501453,-0.7479495418770016,0.9342751332216337,0.06269836455925151,1.534130417991133,0.5223439622412396,1.734543200639052,0.9711502877076005,0.7074978296760057,3.068260835982266,1.6350816941038389,1.226543818315989,2.271313755100841,33044.45619834711,0.6827366983129568,2.162184917355372,26279.47743801653,1.3091419643466975,3.701404958677686,72.60768595041323,184.0497520661157,59.460592532047826,0.7653419867317526,0.01910768157507876,0.1884868047844712,0.010809495726455195,631.9806234709779,0.17428715242433543,3.9510650366949562,14.515957494098494,1161.4891617850367,1717.0117801542767,1078.4800337711226,0.2888509977671187,6.16791796486111,620.2715048589341,0.1620406601863676,0.07585227272727273,944.9119509104794,0.39591033489835015,9.440293010959396,0.056052691043434286,24.674157303370787,0.13861886125489206,4.547910617346295,25.97752808988764,3893666.9325842694,4762375.853932585,3726070.024197202,0.12136140942019753,13.404494382022472,0.0753061482136094,0.2000108604311964,5.340824767581591,0.029558122293945756,6.326187328236264,0.003677685950413223,3819731.8233808866,30.05093371366187,0.001723893130472333,3.396686873601244,0.001816118911007957,0.16672636379911185
